Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Purchase #	Date	Supplier Invoice #	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Shipping Date	Tax Code	Non-GST Amount	GST Amount	Import Duty Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight Import Duty Amount	Purchase Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Amount Paid	Category	Order	Received	Billed	Location ID	Card ID	Record ID

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007772	23/09/2016	FC 250175		P	PPL_SW_08T	1	Polished Man 8ozt Single Wall (trad Shape)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007773	23/09/2016	FC 250098		P	PPL_DW_12	1	The Coffee Playground 12oz Double Wall	$90.00	$99.00	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007774	23/09/2016	FC 250176		P	PPL_DW_12	1	Karak Station 12oz Double Wall	$90.00	$99.00	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007775	23/09/2016	FC 250096		P	PPL_DW_08T	1	Penny Lane 8ozt Double Wall (trad. Shape)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007776	23/09/2016	FC 250163		P	PPL_IC_05	1	Palamara Mt Eliza 5oz Ice Cream	$60.00	$66.00	0%	$60.00	$66.00			Purchase; kirk Group		GST	$0.00	$6.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$66.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007777	23/09/2016	FC 250177		P	PPL_DW_08T	1	Karak Station 8ozt Double Wall	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007778	23/09/2016	FC 250100		P	PPL_DW_08T	1	The Coffee Playground 8ozt Dw (trad. Shape)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007779	23/09/2016	FC 250179		P	PPL_SW_04	2	Chef Fikar 4oz Single Wall	$50.00	$55.00	0%	$100.00	$110.00			Purchase; kirk Group		GST	$0.00	$10.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$110.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007780	23/09/2016	FC 250178		P	PPL_DW_04	1	Karak Station 4oz Double Wall	$45.00	$49.50	0%	$45.00	$49.50			Purchase; kirk Group		GST	$0.00	$4.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$49.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007781	23/09/2016	FC 250180		P	PPL_SW_08T	2	Chef Fikar 8ozt Single Wall (trad. Shape)	$70.00	$77.00	0%	$140.00	$154.00			Purchase; kirk Group		GST	$0.00	$14.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$154.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007782	23/09/2016	FC 250095		P	PPL_DW_12	1	Penny Lane 12oz Double Wall	$90.00	$99.00	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

AIMMCO PLASTICS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007617	24/09/2016	INV 426		P	CM150_35_PK	70	Yogurt Spoon BIO (1,000) Pink	$33.00	$36.30	0%	$2,310.00	$2,541.00		REQUIRED A.S.A.P.	Purchase; AIMMCO PLASTICS		GST	$0.00	$231.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,541.00			70	70	Location1	*None	307

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007790	26/09/2016	FC 250216		P	PPL_DW_16	3	Neqsa 16oz Double Wall	$90.00	$99.00	0%	$270.00	$297.00			Purchase; kirk Group		GST	$0.00	$27.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$297.00			3	3		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007791	26/09/2016	FC 250316		P	PPL_SW_12	1	Front Beach 12oz Single Wall.	$85.00	$93.50	0%	$85.00	$93.50			Purchase; kirk Group		GST	$0.00	$8.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$93.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007792	26/09/2016	FC 250315		P	PPL_DW_12	2	Verve 12oz Double Wall	$90.00	$99.00	0%	$180.00	$198.00			Purchase; kirk Group		GST	$0.00	$18.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$198.00			2	2		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007793	26/09/2016	FC 250317		P	PPL_SW_08U	1	Front Beach 8ozu Single Wall.	$90.00	$99.00	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007799	27/09/2016	FC 250596		P	PPL_SW_06	1	Brew Ha Ha 6.5oz Single Wall	$65.00	$71.50	0%	$65.00	$71.50			Purchase; kirk Group		GST	$0.00	$6.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$71.50			1	1		*None	450

FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007800	27/09/2016	2000766997		P	INK-CP	14,300	CLASSIC CUP PROC MAGENTA	$0.0154	$0.0169	0%	$219.51	$241.46			Purchase; FLINT GROUP		GST	$0.00	$21.95	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$241.46			14,300	14,300	Location1	90011404	25

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007801	27/09/2016	INV 86428		P	DETERDEGR	1	DEGREASER (DETERGENT)	$34.18	$37.60	0%	$34.18	$37.60			Purchase; Auspak Paper Products		GST	$0.00	$3.42	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$120.10			1	1		*None	211
Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007801	27/09/2016	INV 86428		P	DISGLLGE	1	Disp Glove Large Latex 1,000	$75.00	$82.50	0%	$75.00	$82.50			Purchase; Auspak Paper Products		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$120.10			1	1		*None	211

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007767	28/09/2016	INV 27080		P	JL_HL_T8_W	112	8ozTHot Sipper Lid (White)	$18.57	$20.427	0%	$2,079.84	$2,287.82		REQUIRED A.S.A.P.	Purchase; REMAPAK PTY LTD		GST	$0.00	$207.98	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,667.66			112	112	Location1	00000628	411
REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007767	28/09/2016	INV 27080		P	JL_HL_T8_B	64	8ozT Hot Sipper Lid (Black)	$19.60	$21.56	0%	$1,254.40	$1,379.84		REQUIRED A.S.A.P.	Purchase; REMAPAK PTY LTD		GST	$0.00	$125.44	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,667.66			64	64	Location1	00000628	411

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		007767-1	28/09/2016	INV 27090		P	JL_HL_T8_W	16	8ozTHot Sipper Lid (White)	$18.57	$20.4269	0%	$297.12	$326.83			Purchase; REMAPAK PTY LTD		GST	$0.00	$29.71	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$326.83			16	16	Location1	00000628	411

REMAPAK PTY LTD		The Coffee Roaster Pty Ltd	380 Botany road,	(in back off Beaconsfield Lane)	Alexandria  NSW  2015		00007787	29/09/2016	INV 27095	REMA DIRECT	P	JL_HL_8~16_W	56	8~16 oz Hot Sipper Lid (White)	$19.98	$21.978	0%	$1,118.88	$1,230.77		REQUIRED A.S.A.P.	Purchase; REMAPAK PTY LTD		GST	$0.00	$111.89	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,230.77			56	56	Location1	00000628	411

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007816	29/09/2016	95505012		E	IP730-278	6,024	Cup Forma Nat 730mm 260+18PE	$1.832	$2.0152	0%	$11,035.97	$12,139.57			Purchase; SPICERS		GST	$0.00	$1,103.60	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$12,139.57			6,024	6,024	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007817	29/09/2016	95505011		E	BP82-254	2,688	82mm214+20PE+20PECupforma Nat	$2.05	$2.255	0%	$5,510.40	$6,061.44			Purchase; SPICERS		GST	$0.00	$551.04	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$6,061.44			2,688	2,688	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007818	29/09/2016	95506313		E	SP275-313	3,856	275mm295+18PE Cupforma Special	$1.85	$2.035	0%	$7,133.60	$7,846.96			Purchase; SPICERS		GST	$0.00	$713.36	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$7,846.96			3,856	3,856	Location1	AC #:126630	381

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007819	29/09/2016	FC 251020		P	PPL_SW_08T	1	Polished Man 8ozt Single Wall (trad Shape)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007835	30/09/2016	1684 CR		P	JL_FL_3_W	-64	3oz Flat Lid (1,500) White	$19.50	$21.45	0%	-$1,248.00	-$1,372.80			Purchase; REMAPAK PTY LTD		GST	$0.00	-$124.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	-$1,372.80			-64	-64	Location1	00000628	411

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008362	01/10/2016	95542760		E	OPK275-220	3,858	275mm Outer Kraft 220GSM	$1.609	$1.7699	0%	$6,207.52	$6,828.27			Purchase; SPICERS		GST	$0.00	$620.75	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$6,828.27			3,858	3,858	Location1	AC #:126630	381

Recyclable Packaging		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007756	03/10/2016	INV 6020A		P	JL_FLD_8~30_SDOME_H	48	8~3Ooz Cold Dome (600) Hole	$28.20	$31.02	0%	$1,353.60	$1,488.96		REQUIRED A.S.A.P.	Purchase; Recyclable Packaging		GST	$0.00	$135.36	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$4,466.88			48	48	Location1	*None	1101
Recyclable Packaging		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007756	03/10/2016	INV 6020A		P	JL_FLD_8~30_SDOME_NH	96	8~3Ooz Cold Dome (600) No Hole	$28.20	$31.02	0%	$2,707.20	$2,977.92		REQUIRED A.S.A.P.	Purchase; Recyclable Packaging		GST	$0.00	$270.72	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$4,466.88			96	96	Location1	*None	1101

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007827	03/10/2016	FC 251265		P	PPL_DW_08T	1	Btdt Bean There Drank That 8ozt Double Wall (ts)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007828	03/10/2016	FC 251264		P	PPL_DW_12	1	Btdt Bean There Drank That 12oz Double Wall	$90.00	$99.00	0%	$90.00	$99.00			Purchase; kirk Group		GST	$0.00	$9.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$99.00			1	1		*None	450

REMAPAK PTY LTD		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00007807	04/10/2016	INV 27111		P	JL_HL_T8_B	64	8ozT Hot Sipper Lid (Black)	$19.60	$21.56	0%	$1,254.40	$1,379.84			Purchase; REMAPAK PTY LTD	04/10/2016	GST	$0.00	$125.44	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$10,122.11			64	64	Location1	00000628	411
REMAPAK PTY LTD		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00007807	04/10/2016	INV 27111		P	JL_HL_8~16_W	280	8~16 oz Hot Sipper Lid (White)	$19.98	$21.978	0%	$5,594.40	$6,153.84			Purchase; REMAPAK PTY LTD	04/10/2016	GST	$0.00	$559.44	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$10,122.11			280	280	Location1	00000628	411
REMAPAK PTY LTD		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00007807	04/10/2016	INV 27111		P	JL_HL_8~16_B	112	8~16 oz Hot Sipper Lid (Black)	$21.01	$23.111	0%	$2,353.12	$2,588.43			Purchase; REMAPAK PTY LTD	04/10/2016	GST	$0.00	$235.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$10,122.11			112	112	Location1	00000628	411

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007889	04/10/2016	INV 86548		P	T/T 400EL	1	2Ply T/Tissue Cap Ind 400-48	$26.32	$28.95	0%	$26.32	$28.95			Purchase; Auspak Paper Products		GST	$0.00	$2.63	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$28.95			1	1		*None	211

Recyclable Packaging		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007603	05/10/2016	INV 6018A		P	JL_FLT_8~30_B	96	8~30oz Food TAB BLACK (600)	$28.20	$31.02	0%	$2,707.20	$2,977.92			Purchase; Recyclable Packaging		GST	$0.00	$270.72	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,977.92			96	96	Location1	*None	1101

Oji Fibre Solutions (Carter Holt Harvey)		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007753	05/10/2016	V745801		P	C-Group2	1,980	PD#: 387258 (490x320x550)	$1.04	$1.144	0%	$2,059.20	$2,265.12			Purchase; Oji Fibre Solutions (Carter Holt Harvey)		GST	$0.00	$205.92	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$2,265.12			1,980	1,980	Location1	186245	1011

Recyclable Packaging		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007756	05/10/2016	INV 6020B		P	JL_FLT_8~30_B	48	8~30oz Food TAB BLACK (600)	$28.20	$31.02	0%	$1,353.60	$1,488.96		REQUIRED A.S.A.P.	Purchase; Recyclable Packaging		GST	$0.00	$135.36	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,488.96			48	48	Location1	*None	1101

FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007874	05/10/2016	2000776524		P	INK-CP	45,000	CLASSIC CUP PROC MAGENTA	$0.0154	$0.0169	0%	$690.75	$759.83			Purchase; FLINT GROUP		GST	$0.00	$69.08	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,668.05			45,000	45,000	Location1	90011404	25
FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007874	05/10/2016	2000776524		P	INK-CP	20,000	CLASSIC CUP GLOSS H/S BLACK	$0.0139	$0.0153	0%	$278.00	$305.80			Purchase; FLINT GROUP		GST	$0.00	$27.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,668.05			20,000	20,000	Location1	90011404	25
FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007874	05/10/2016	2000776524		P	INK-CP	19,400	CLASSIC CUP GLOSS H/S BLACK	$0.0139	$0.0153	0%	$269.66	$296.62			Purchase; FLINT GROUP		GST	$0.00	$26.96	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,668.05			19,400	19,400	Location1	90011404	25
FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007874	05/10/2016	2000776524		P	INK-CP	20,000	CLASSIC CUP GLOSS H/S BLACK	$0.0139	$0.0153	0%	$278.00	$305.80			Purchase; FLINT GROUP		GST	$0.00	$27.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,668.05			20,000	20,000	Location1	90011404	25

MING FONG PACKAGING & CHEMICALS AUST PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007875	05/10/2016	INV 10001		P	INK-CP	100,000	EXTENDER (SPE)	$0.009	$0.0099	0%	$900.00	$990.00			Purchase; MING FONG PACKAGING & CHEMICALS AUST PTY LTD		GST	$0.00	$90.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$990.00			100,000	100,000	Location1	*None	1244

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007877	05/10/2016	FC 251509		P	PPL_FC_08	1	Messina Food1 Fc08 280ml	$80.00	$88.00	0%	$80.00	$88.00			Purchase; kirk Group		GST	$0.00	$8.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$88.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007878	05/10/2016	FC 251492		P	PPL_SW_08T	1	Baretto 8ozt Single Wall (trad. Shape)	$70.00	$77.00	0%	$70.00	$77.00			Purchase; kirk Group		GST	$0.00	$7.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$77.00			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007879	05/10/2016	FC 251493		P	PPL_DW_12	3	Bertallis Bakery 12oz Double Wall	$90.00	$99.00	0%	$270.00	$297.00			Purchase; kirk Group		GST	$0.00	$27.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$297.00			3	3		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007880	05/10/2016	FC 251495		P	PPL_DW_12	4	Regent Cafe 12oz Double Wall	$90.00	$99.00	0%	$360.00	$396.00			Purchase; kirk Group		GST	$0.00	$36.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$396.00			4	4		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007881	05/10/2016	FC 251491		P	PPL_SW_16	1	Baretto 16oz Single Wall.	$75.00	$82.50	0%	$75.00	$82.50			Purchase; kirk Group		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$82.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007882	05/10/2016	FC 251490		P	PPL_SW_12	1	Baretto 12oz Single Wall.	$85.00	$93.50	0%	$85.00	$93.50			Purchase; kirk Group		GST	$0.00	$8.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$93.50			1	1		*None	450

Kirk Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007883	05/10/2016	FC 251494		P	PPL_DW_08U	1	Einsteins 8ozu Double Wall	$75.00	$82.50	0%	$75.00	$82.50			Purchase; kirk Group		GST	$0.00	$7.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$82.50			1	1		*None	450

Oji Fibre Solutions (Carter Holt Harvey)		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00007978	05/10/2016	V155104 CR		P	C-Group2	-30	PD#: 387258 (490x320x550)	$1.04	$1.144	0%	-$31.20	-$34.32			Purchase; Oji Fibre Solutions (Carter Holt Harvey)		GST	$0.00	-$3.12	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	-$34.32			-30	-30	Location1	186245	1011

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007865	06/10/2016	95508572		E	SP275-313	4,237	275mm295+18PE Cupforma Special	$1.923	$2.1153	0%	$8,147.75	$8,962.53		REQUIRED A.S.A.P.	Purchase; SPICERS		GST	$0.00	$814.78	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$8,962.53			4,237	4,237	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007866	06/10/2016	95508571		E	OP275-230	4,378	Performa Brill 275x1250 230GSM	$1.62	$1.782	0%	$7,092.36	$7,801.60		REQUIRED A.S.A.P.	Purchase; SPICERS		GST	$0.00	$709.24	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$7,801.60			4,378	4,378	Location1	AC #:126630	381

Recyclable Packaging		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007756	07/10/2016	INV 6020C		P	JL_FLT_8~30_B	52	8~30oz Food TAB BLACK (600)	$28.20	$31.02	0%	$1,466.40	$1,613.04			Purchase; Recyclable Packaging		GST	$0.00	$146.64	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,613.04			52	52	Location1	*None	1101

REMAPAK PTY LTD		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007860	07/10/2016	INV 27145		P	JL_HL_8~16_W	448	8~16 oz Hot Sipper Lid (White)	$19.98	$21.978	0%	$8,951.04	$9,846.14			Purchase; REMAPAK PTY LTD		GST	$0.00	$895.10	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$9,846.14			448	448	Location1	00000628	411

FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007873	07/10/2016	2000779198		P	INK-CP	15,000	CLASSIC CUP HL SILVER	$0.0151	$0.0167	0%	$227.10	$249.81			Purchase; FLINT GROUP		GST	$0.00	$22.71	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$487.96			15,000	15,000	Location1	90011404	25
FLINT GROUP		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007873	07/10/2016	2000779198		P	INK-CP	14,300	CLASSIC CUP HL SILVER	$0.0151	$0.0167	0%	$216.50	$238.15			Purchase; FLINT GROUP		GST	$0.00	$21.65	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$487.96			14,300	14,300	Location1	90011404	25

ORIGIN		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007893	07/10/2016	97597257		P	LPG GAS CYL	1	Exchange Cyl Forklift 15kg	$19.9545	$21.95	0%	$19.95	$21.95			Purchase; ORIGIN		GST	$0.00	$2.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$21.95			1	1		5600462779	360

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007896	10/10/2016	95510010		E	SP300-208	2,108	300mm195+18PE Cupforma Special	$1.923	$2.1153	0%	$4,053.68	$4,459.05			Purchase; SPICERS		GST	$0.00	$405.37	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$4,459.05			2,108	2,108	Location1	AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00007897	10/10/2016	95510009		E	IP730-278	6,906	Cup Forma Nat 730mm 260+18PE	$1.832	$2.0152	0%	$12,651.79	$13,916.97			Purchase; SPICERS		GST	$0.00	$1,265.18	$0.00			GST	$0.00	$0.00	$0.00	B			4	60	60	1	$13,916.97			6,906	6,906	Location1	AC #:126630	381

