Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Purchase #	Date	Supplier Invoice #	Ship Via	Delivery Status	Description	Account #	Amount	Inc-Tax Amount	Job	Comment	Journal Memo	Shipping Date	Tax Code	Non-GST Amount	GST Amount	Import Duty Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight Import Duty Amount	Purchase Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	Amount Paid	Category	Card ID	Record ID
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	19 Oct 65550 JANE N2 EXTREME G N TULLAMARINE FITZROY	61500	$13.42	$14.76		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$1.34	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	21 Oct 66277 JANE N2 EXT GELAT N TULLAMARINE FITZROY	61500	$13.42	$14.76		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$1.34	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	24 Oct 66786 JANE PHO NOM N TULLAMARINE CITY	61500	$18.96	$20.86		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$1.90	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	26 Oct 67839 JANE CHATTER BRAN N TULLAMARINE RICHMOND	61500	$21.96	$24.16		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$2.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	27 Oct 68485 JANE HENLEY PROPE N TULLAMARINE MT WAVERLEY	61500	$29.14	$32.05		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$2.91	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	27 Oct 68655 JANE KAFFEINA GRO N TULLAMARINE COBURG	61500	$18.56	$20.42		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$1.86	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	28 Oct 69676 JANE LJN MARKETIN NO TULLAMARINE S DANDENONG	61500	$191.13	$210.24		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$19.11	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	SERVICE FEE	61500	$7.95	$8.75		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$0.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851
Exp Couriers		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008090	02/11/2016	INV 127467		P	FUEL LEVY	61500	$93.03	$102.33		REQUIRED 10/11/16	Purchase; Exp Couriers		GST	$0.00	$9.30	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$907.47		EXTPCC	851

SamX Express Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008092	02/11/2016	INV 00002393		P	2/11/2016 Pick up 1 Pallet from Tullamarine to Sorrento as Quoted	61500	$139.09	$153.00		REQUIRED A.S.A.P.	Purchase; SamX Express Pty Ltd		GST	$0.00	$13.91	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$658.50		*None	1122
SamX Express Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008092	02/11/2016	INV 00002393		P	2/11/2016 Pick up Stock & Machines from Tullamarine To Broadmeadows	61500	$200.00	$220.00		REQUIRED A.S.A.P.	Purchase; SamX Express Pty Ltd		GST	$0.00	$20.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$658.50		*None	1122
SamX Express Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008092	02/11/2016	INV 00002393		P	2/11/2016 Pick up Fence Panels from Reservoir to Tullamarine	61500	$259.55	$285.50		REQUIRED A.S.A.P.	Purchase; SamX Express Pty Ltd		GST	$0.00	$25.95	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$658.50		*None	1122

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008087	03/11/2016	INV 042859		P	27/10/16 PCC572 RSL CHATSWOO THE PAPER CU RSL Chatswoo MEL SYD	61500	$81.97	$90.17		REQUIRED 10/11/16	Purchase; Hi Trans Express		GST	$0.00	$8.20	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$322.48		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008087	03/11/2016	INV 042859		P	27/10/16 PCC573 SYD PACKAGING THE PAPER CU SYDNEY PACK MEL SYD	61500	$81.97	$90.17		REQUIRED 10/11/16	Purchase; Hi Trans Express		GST	$0.00	$8.20	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$322.48		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008087	03/11/2016	INV 042859		P	28/10/16 SY18154 PCC566 HTE DEPOT NS Penny Lane B SYD SYD	61500	$85.88	$94.47		REQUIRED 10/11/16	Purchase; Hi Trans Express		GST	$0.00	$8.59	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$322.48		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008087	03/11/2016	INV 042859		P	28/10/16 SY18177 PCC569 THE PAPER CU The Choc Pot MEL SYD	61500	$40.08	$44.09		REQUIRED 10/11/16	Purchase; Hi Trans Express		GST	$0.00	$4.01	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$322.48		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008087	03/11/2016	INV 042859		P	Account Fee 1	61500	$3.25	$3.58		REQUIRED 10/11/16	Purchase; Hi Trans Express		GST	$0.00	$0.33	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$322.48		8349	716

OMRON ELECTRONICS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008113	03/11/2016	TI 60438952		P	611008368 FREIGHT 1	62521	$20.00	$22.00			Purchase; OMRON ELECTRONICS		GST	$0.00	$2.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,622.30		628931	468
OMRON ELECTRONICS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008113	03/11/2016	TI 60438952		P	611008317 CJ2W0017M CJ2M-CPU11 QTY 2	62521	$1,268.00	$1,394.80			Purchase; OMRON ELECTRONICS		GST	$0.00	$126.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,622.30		628931	468
OMRON ELECTRONICS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008113	03/11/2016	TI 60438952		P	611008341 CJ1W3000H CJ1W-ID211 QTY 2	62521	$446.00	$490.60			Purchase; OMRON ELECTRONICS		GST	$0.00	$44.60	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,622.30		628931	468
OMRON ELECTRONICS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008113	03/11/2016	TI 60438952		P	611008350 CJ1W3003B CJ1W-OC211 QTY 4	62521	$998.00	$1,097.80			Purchase; OMRON ELECTRONICS		GST	$0.00	$99.80	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,622.30		628931	468
OMRON ELECTRONICS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008113	03/11/2016	TI 60438952		P	611008325 CJ1W0057E CJ1W-PA202 QTY 2	62521	$456.00	$501.60			Purchase; OMRON ELECTRONICS		GST	$0.00	$45.60	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,622.30		628931	468
OMRON ELECTRONICS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008113	03/11/2016	TI 60438952		P	611008333 CP1W0077R CP1W-DAM01	62521	$105.00	$115.50			Purchase; OMRON ELECTRONICS		GST	$0.00	$10.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$3,622.30		628931	468

City West Water-ADINA CRT		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008177	03/11/2016	NOV 2016		P	Service Charged 1/10/16 - 31/12/16	62930	$485.97	$485.97			Purchase; City West Water-ADINA CRT		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$485.97		122438506110	772

COLES EXPRESS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008550	03/11/2016	031116		P	Petrol	62601	$82.15	$90.36			Purchase; COLES EXPRESS		GST	$0.00	$8.21	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$90.36		*None	732

A J Dever Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008096	04/11/2016	718656		P	7/03/2016 Amending statement of claim - 1.5 hrs @ $220 p/hr	62200	$300.00	$330.00			Purchase; A J Dever Pty Ltd		GST	$0.00	$30.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$330.00		*None	1140

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008100	04/11/2016			P		61006	-$121.02	-$133.12			SPICERS:  Discounts on 00007998		GST	$0.00	-$12.10	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$133.12		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008101	04/11/2016			P		61006	-$70.46	-$77.51			SPICERS:  Discounts on 00007999		GST	$0.00	-$7.05	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$77.51		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008102	04/11/2016			P		61006	-$71.29	-$78.42			SPICERS:  Discounts on 00008000		GST	$0.00	-$7.13	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$78.42		AC #:126630	381

SRO-State Revenue Office		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008103	04/11/2016	OCT 2016		A	Payroll Tax OCTOBER 2016	92000	$2,080.16	$2,080.16			Purchase; SRO-State Revenue Office		N-T	$0.00	$0.00	$0.00			N-T	$0.00	$0.00	$0.00	B			5	1	30	0	$2,080.16		92658638	1163

Employsure Pty Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008104	04/11/2016	NOV 2016		E	HR Consulting Services	62433	$1,009.67	$1,110.64			Purchase; Employsure Pty Ltd		GST	$0.00	$100.97	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$1,110.64		*None	1302

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008105	04/11/2016	49635549		P	24/10/16 813136682 TULLAMARINE/REZZIE PUB PTY S 76 MEL/BEN	56000	$77.25	$84.98			Purchase; TNT Express		GST	$0.00	$7.73	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$224.39		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008105	04/11/2016	49635549		P	26/10/16 815137643 TULLAMARINE/ADDIE & ME S 76 MEL/SYD	56000	$18.70	$20.57			Purchase; TNT Express		GST	$0.00	$1.87	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$224.39		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008105	04/11/2016	49635549		P	26/10/16 815162891 TULLAMARINE/NORMAN SCOTT S 75 MEL/MCE	56000	$23.71	$26.08			Purchase; TNT Express		GST	$0.00	$2.37	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$224.39		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008105	04/11/2016	49635549		P	26/10/16 815164184 TULLAMARINE/LENNOX GELATO & S 75 MEL/LIS	56000	$21.07	$23.18			Purchase; TNT Express		GST	$0.00	$2.11	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$224.39		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008105	04/11/2016	49635549		P	26/10/16 815169272 TULLAMARINE/TUDORS PACK N W S 75 MEL/LNC	56000	$13.18	$14.50			Purchase; TNT Express		GST	$0.00	$1.32	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$224.39		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008105	04/11/2016	49635549		P	26/10/16 815227022 TULLAMARINE/LOMBARD THE PAP S 75 MEL/SYD	56000	$13.18	$14.50			Purchase; TNT Express		GST	$0.00	$1.32	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$224.39		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008105	04/11/2016	49635549		P	27/10/16 816277221 TULLAMARINE/STREAMLINE S 75 MEL/SHP	56000	$13.18	$14.50			Purchase; TNT Express		GST	$0.00	$1.32	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$224.39		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008105	04/11/2016	49635549		P	28/10/16 817336376 TULLAMARINE/ANDREW FLETCHER S 75 MEL/BNE	56000	$23.71	$26.08			Purchase; TNT Express		GST	$0.00	$2.37	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$224.39		ACC:21779000	34

TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008124	05/11/2016	49687409		P	2/11/16 819760756 TULLAMARINE/VERDE BRIO (VIT S 75 MEL/PTH	56000	$29.01	$31.91			Purchase; TNT Express		GST	$0.00	$2.90	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$225.94		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008124	05/11/2016	49687409		P	2/11/16 819760756 TULLAMARINE/VERDE BRIO (VIT S 75 RSD	56000	$5.00	$5.50			Purchase; TNT Express		GST	$0.00	$0.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$225.94		ACC:21779000	34
TNT Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008124	05/11/2016	49687409		P	3/11/16 500722563 TULLAMARINE/FLOURISH SUPERF S 76 MEL/BNE	56000	$171.39	$188.53			Purchase; TNT Express		GST	$0.00	$17.14	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$225.94		ACC:21779000	34

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008125	06/11/2016	900283608		P	2 SLOTS TO ALEXANDRIA NSW (THE COFFEE ROASTER P/L)	61500	$112.00	$123.20			Purchase; SCT Logistics		GST	$0.00	$11.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$123.20		103617	987

SCT Logistics		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008126	06/11/2016	900283609		P	5 SLOTS TO ZILLMERE QLD (BENCHMARK)	61500	$431.61	$474.77			Purchase; SCT Logistics		GST	$0.00	$43.16	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$474.77		103617	987

OPTUS Broadband		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008106	07/11/2016	NOV 2016		P	01/11/16 - 30/11/16	62800	$101.95	$112.15			Purchase; OPTUS Broadband		GST	$0.00	$10.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$112.15		2638889025	763

Vodafone		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008107	07/11/2016	1151006827		P	Mobile Phone 0401853956	62800	$39.68	$40.00			Purchase; Vodafone		GST	$0.00	$0.31	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.79		879286903	1155
Vodafone		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008107	07/11/2016	1151006827		P	Mobile Phone 0407167444	62800	$1,266.32	$1,276.40			Purchase; Vodafone		GST	$0.00	$10.01	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.79		879286903	1155
Vodafone		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008107	07/11/2016	1151006827		P	Mobile Phone 0412364072	62800	$84.32	$84.99			Purchase; Vodafone		GST	$0.00	$0.67	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.79		879286903	1155
Vodafone		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008107	07/11/2016	1151006827		P	Mobile Phone 0438629960	62800	$151.01	$152.21			Purchase; Vodafone		GST	$0.00	$1.19	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.79		879286903	1155
Vodafone		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008107	07/11/2016	1151006827		P	Reversal of Mobile Payment Plan Charge on 20-Oct	62800	-$1,246.17	-$1,236.40			Purchase; Vodafone		GST	$0.00	$9.85	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.79		879286903	1155
Vodafone		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008107	07/11/2016	1151006827		P	Reversal of Mobile Payment Plan Charge on 20-Oct	62800	-$113.29	-$112.40			Purchase; Vodafone		GST	$0.00	$0.90	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.79		879286903	1155
Vodafone		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008107	07/11/2016	1151006827		P	Account charges and credits	62800	-$0.01	-$0.01			Purchase; Vodafone		GST	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$204.79		879286903	1155

ECOMPUTERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008109	07/11/2016	INV 988613		P	Please see invoice for details	62330	$7,013.64	$7,715.01		REQUIRED A.S.A.P.	Purchase; ECOMPUTERS		GST	$0.00	$701.37	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$7,715.01		*None	225

Ibex Australia		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008178	07/11/2016	INV 12054		P	BLUTUBE	62520	$23.90	$26.29			Purchase; Ibex Australia		GST	$0.00	$2.39	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$26.29		*None	1162

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008179	07/11/2016	INV 87098		P	DETERGENTS, GLOVES	62340	$199.09	$219.00			Purchase; Auspak Paper Products		GST	$0.00	$19.91	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$219.00		*None	211

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008117	08/11/2016	INV 86921		P	CLEANING PRODUCTS	62340	$85.00	$93.50			Purchase; Auspak Paper Products		GST	$0.00	$8.50	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$93.50		*None	211

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008118	08/11/2016	INV 86924		P	CLEANING PRODUCTS	62340	$49.41	$54.35			Purchase; Auspak Paper Products		GST	$0.00	$4.94	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$54.35		*None	211

Auspak Paper Products		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008119	08/11/2016	INV 86925		P	CLEANING PRODUCTS	62340	$32.00	$35.20			Purchase; Auspak Paper Products		GST	$0.00	$3.20	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$35.20		*None	211

Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008148	08/11/2016	INV 043610		P	03/11/16 SY18439 SY18154 HTE DEPOT NS Penny Lane B SYD SYD	61500	$105.00	$115.50			Purchase; Hi Trans Express		GST	$0.00	$10.50	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$135.84		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008148	08/11/2016	INV 043610		P	Fuel Levy	61500	$15.24	$16.76			Purchase; Hi Trans Express		GST	$0.00	$1.52	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$135.84		8349	716
Hi Trans Express		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008148	08/11/2016	INV 043610		P	Account Fee 1	61500	$3.25	$3.58			Purchase; Hi Trans Express		GST	$0.00	$0.33	$0.00			GST	$0.00	$0.00	$0.00	B			2	0	30	0	$135.84		8349	716

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008285	08/11/2016	INV-1296		P	3,000 Cisco 3oz IC Digital Printing	57452	$331.37	$364.51			Purchase; AA PRINTING		GST	$0.00	$33.14	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$364.51		*None	617

Kaffeina Group		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008123	09/11/2016	11401		P	2 x Cartons of 6 Tins Caps @ $113.40	62410	$226.80	$226.80			Purchase; Kaffeina Group		FRE	$0.00	$0.00	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$226.80		*None	925

Nancy Cai Consulting		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008127	09/11/2016	NCC-16-08		P	Professional Services 1 October ñ 31 October 2016	61022	$13,400.00	$13,400.00			Purchase; Nancy Cai Consulting		FRE	$0.00	$0.00	$0.00			N-T	$0.00	$0.00	$0.00	B			5	1	30	0	$18,400.00		QINAN	1193
Nancy Cai Consulting		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008127	09/11/2016	NCC-16-08		P	HACCP Audit Preparation October 2016 Onsite 15 working days x 6 hours per working day	61022	$5,000.00	$5,000.00			Purchase; Nancy Cai Consulting		FRE	$0.00	$0.00	$0.00			N-T	$0.00	$0.00	$0.00	B			5	1	30	0	$18,400.00		QINAN	1193

Telstra Corp Ltd		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008176	09/11/2016	P 078 064 911-0		P	Billing Period to 01 Nov 2016	62800	$83.62	$91.98			Purchase; Telstra Corp Ltd		GST	$0.00	$8.36	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$91.98		*None	1144

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008173	10/11/2016	INV-1426		P	1,200 Verve 8ozU DW Digital Printing	57452	$407.71	$448.48			Purchase; AA PRINTING		GST	$0.00	$40.77	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$448.48		*None	617

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008174	10/11/2016	INV-1427		P	1,000 Verve 12oz DW Digital Printing	57452	$374.11	$411.52			Purchase; AA PRINTING		GST	$0.00	$37.41	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$411.52		*None	617

AA PRINTING		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia		00008175	10/11/2016	INV-1428		P	4,000 Bickfords CLAIRE 12oz DW;   	57452	$883.31	$971.64			Purchase; AA PRINTING		GST	$0.00	$88.33	$0.00			GST	$0.00	$0.00	$0.00	B			5	1	30	0	$971.64		*None	617

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008180	10/11/2016			P		61006	-$6.13	-$6.74			SPICERS:  Discounts on 00008000		GST	$0.00	-$0.61	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$6.74		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008181	10/11/2016			P		61006	-$56.97	-$62.67			SPICERS:  Discounts on 00008040		GST	$0.00	-$5.70	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$62.67		AC #:126630	381

SPICERS		THE PAPER CUP COMPANY	Factory B, 8 Adina Court	Tullamarine 3043	Victoria, Australia	X	00008182	10/11/2016			P		61006	-$35.76	-$39.34			SPICERS:  Discounts on 00008041		GST	$0.00	-$3.58	$0.00				$0.00	$0.00	$0.00	B			4	60	60	1	-$39.34		AC #:126630	381

