Item Number	Item Name	Buy	Sell	Inventory	Asset Acct	Income Acct	Expense/COS Acct	Item Picture	Description	Use Desc. On Sale	Custom List 1	Custom List 2	Custom List 3	Custom Field 1	Custom Field 2	Custom Field 3	Primary Supplier	Supplier Item Number	Tax Code When Bought	Buy Unit Measure	# Items/Buy Unit	Reorder Quantity	Minimum Level	Selling Price	Sell Unit Measure	Tax Code When Sold	Sell Price Inclusive	Sales Tax Calc. Method	# Items/Sell Unit	Quantity Break 1	Quantity Break 2	Quantity Break 3	Quantity Break 4	Quantity Break 5	"Price Level A, Qty Break 1"	"Price Level B, Qty Break 1"	"Price Level C, Qty Break 1"	"Price Level D, Qty Break 1"	"Price Level E, Qty Break 1"	"Price Level F, Qty Break 1"	"Price Level A, Qty Break 2"	"Price Level B, Qty Break 2"	"Price Level C, Qty Break 2"	"Price Level D, Qty Break 2"	"Price Level E, Qty Break 2"	"Price Level F, Qty Break 2"	"Price Level A, Qty Break 3"	"Price Level B, Qty Break 3"	"Price Level C, Qty Break 3"	"Price Level D, Qty Break 3"	"Price Level E, Qty Break 3"	"Price Level F, Qty Break 3"	"Price Level A, Qty Break 4"	"Price Level B, Qty Break 4"	"Price Level C, Qty Break 4"	"Price Level D, Qty Break 4"	"Price Level E, Qty Break 4"	"Price Level F, Qty Break 4"	"Price Level A, Qty Break 5"	"Price Level B, Qty Break 5"	"Price Level C, Qty Break 5"	"Price Level D, Qty Break 5"	"Price Level E, Qty Break 5"	"Price Level F, Qty Break 5"	Inactive Item	Standard Cost
C204_SAVPAK_DW_12_BTS	12oz D/W (500) BTS		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_CASCADA	12oz D/W (500) Cascada		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_CBTB	12oz D/W (500)Coff By The Bean		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_COOPBURGSHCK	12oz D/W (500)Cooper Burger SH		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_FLEURIEU	12oz D/W (500) FLEURIEU MILK		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_FMCVOL	12oz D/W (500) FMC VOLUNTEER		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_GAWSOU	12oz D/W (500) GAWSOU		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_GOOGRA	12oz D/W (500) Goodies & Grain		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_JAKGRNS	12oz D/W (500) Jack Greens		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	57.5	57.5	57.5	57.5	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_LUIGI	12oz D/W (500) Luigi		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_NUTREP	12oz D/W (500) Nutrition Repub		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_PERKUP	12oz D/W (500) PERKUP		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_RABBWARR	12oz D/W (500) RABBITT WARREN		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_RUSDRI	12oz D/W (500) RUSDRI		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_SEMPRE	12oz D/W (500) Sempre BL-Back		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_SIRCAFE	12oz D/W (500) Sir Cafe		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_TOURGRMT	12oz D/W (500) Tour Gourmet		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_VANREB	12oz D/W (500) VANREB		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_VILBAK	12oz D/W (500) Vilbak		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_WHPD	12oz D/W (500) Whipped		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	57.5	57.5	57.5	57.5	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_12_ZITCAF	12oz D/W (500) ZIT CAF		S	I	11331	41110	50012																0	$42.50	500	GST		0	1	0	0	0	0	0	42.5	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_BASCAMP	16oz D/W (360) Base Camp		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_BECKS	16oz D/W (360) Beck's		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_BERSPO	16oz D/W (360) Berry Spoon		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_BRGTHEORY	16oz D/W (360) Burger Theory		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_CBTB	16oz D/W (360)Coff By The Bean		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	42.5	42.5	42.5	42.5	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_COOPBURGSHCK	16oz D/W (360)Cooper Burger SH		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_GAWSOU	16oz D/W (360) Gawler Sth Bake		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_GOOGRA	16oz D/W (360) Goodies & Grain		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_LUIGI	16oz D/W (360) Luigi		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_PERKUP	16oz D/W (360) PERKUP		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_RABBWARR	16oz D/W (360) RABBITT WARREN		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_RUSDRI	16oz D/W (360) RUSDRI		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_SEMPRE	16oz D/W (360) Sempre		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	46.8	46.8	46.8	46.8	46.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_VANREB	16oz D/W (360) VANREB		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_WHPD	16oz D/W (360)Whipped		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	55.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_DW_16_ZITCAF	16oz D/W (360) ZIT CAF		S	I	11332	41112	50014																0	$41.40	360	GST		0	1	0	0	0	0	0	41.4	41.4	41.4	41.4	41.4	41.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_08_GELBELLO	280ml F/C (605) Gelato Bello		S	I	11334	41122	50020																0	$48.40	605	GST		0	1	0	0	0	0	0	48.4	48.4	48.4	48.4	48.4	48.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_08_MENCHIES	280ml F/C(605) Menchies		S	I	11334	41122	50020																0	$41.14	605	GST		0	1	0	0	0	0	0	41.14	41.14	41.14	41.14	41.14	41.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_16_BERSPO	440ml F/C (605) Berry Spoon		S	I	11335	41123	50021																0	$47.19	605	GST		0	1	0	0	0	0	0	47.19	47.19	47.19	47.19	47.19	47.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_16_COWCO	440ml F/C (605) Cow Co		S	I	11335	41123	50021																0	$47.19	605	GST		0	1	0	0	0	0	0	47.19	47.19	47.19	47.19	47.19	47.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_16_SITLO	440ml F/C (605)  Sit Lo		S	I	11335	41123	50021																0	$47.19	605	GST		0	1	0	0	0	0	0	47.19	47.19	47.19	47.19	47.19	47.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_25_HONTON	600ml F/C (550) Honki Tonki		S	I	11337	41125	50023																0	$60.50	550	GST		0	1	0	0	0	0	0	60.5	60.5	60.5	60.5	60.5	60.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_25_SITLO	600ml F/C (550) Sit Lo		S	I	11337	41125	50023																0	$60.50	550	GST		0	1	0	0	0	0	0	60.5	60.5	60.5	60.5	60.5	60.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_25_SOONTA	600ml F/C (550) Soonta		S	I	11337	41125	50023																0	$60.50	550	GST		0	1	0	0	0	0	0	60.5	60.5	60.5	60.5	60.5	60.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_FC_30_SUSHI	700ml F/C (550) Sushi Chan		S	I	11338	41126	50024																0	$63.25	550	GST		0	1	0	0	0	0	0	63.25	63.25	63.25	63.25	63.25	63.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_IC_03_VANREB	"3oz I/C (1,800) VANREB"		S	I	11347	41119	50017																0	$81.00	1800	GST		0	1	0	0	0	0	0	81	81	81	81	81	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_IC_05_BRGTHEORY	"5oz I/C (1,000) Burger Theory"		S	I	11348	41121	50018																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	66	66	66	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_IC_05_FANCY	"5oz I/C (1,000) Fancy Ice"		S	I	11348	41121	50018																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	66	66	66	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_IC_05_SIRCAFE	"5oz I/C (1,000) Sir Cafe"		S	I	11348	41121	50018																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	65	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_IC_05_VANREB	"5oz I/C (1,200) VANREB"		S	I	11348	41121	50018																0	$66.00	1200	GST		0	1	0	0	0	0	0	66	66	66	66	66	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_IC_08_BERSPO	"8oz I/C (1,000) Berry Spoon"		S	I	11349	41120	50019																0	$70.00	1000	GST		0	1	0	0	0	0	0	70	84	84	84	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_IC_08_IICED	"8oz I/C (1,000) IICED"		S	I	11349	41120	50019																0	$80.00	1000	GST		0	1	0	0	0	0	0	80	70	70	70	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_IC_08_VANREB	"8oz I/C (1,200) VANREB"		S	I	11349	41120	50019																0	$84.00	1200	GST		0	1	0	0	0	0	0	84	84	84	84	84	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_08_BRGTHEORY	"8oz CH (1,000) Burger Theory"		S	I	11352	41098	50027																0	$50.00	1000	GST		0	1	0	0	0	0	0	50	38.5	38.5	38.5	38.5	38.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_16_FRJUNC	16oz S/C (800) Fresh Junction		S	I	11346	41114	51114																0	$68.00	800	GST		0	1	0	0	0	0	0	68	68	68	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_16_SUPCALIF	16oz S/C (800)Super California		S	I	11346	41114	51114																0	$68.00	800	GST		0	1	0	0	0	0	0	68	68	68	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_22_BURGREPUBLIC	22oz S/W (500) Burger Republic		S	I	11343	41150	50015																0	$45.00	500	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_22_CHEESEBURGER	22oz S/W (500) Cheese Burger		S	I	11343	41150	50015																0	$45.00	500	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_22_IICED	22oz S/W (500) IICED		S	I	11343	41150	50015																0	$45.00	500	GST		0	1	0	0	0	0	0	45	76	76	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_22_JAKGRNS	22oz S/C (500) Jack Greens		S	I	11343	41150	50015																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	76	76	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_22_LUIGI	22oz S/C (800) Luigi		S	I	11343	41150	50015																0	$72.00	800	GST		0	1	0	0	0	0	0	72	72	72	72	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_22_OGGI	22oz S/C (500) Oggi		S	I	11343	41150	50015																0	$45.00	500	GST		0	1	0	0	0	0	0	45	47.5	47.5	47.5	47.5	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_22_SIRCAFE	22oz S/W (500) Sir Cafe		S	I	11343	41150	50015																0	$45.00	500	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_22_VANREB	22oz S/C (800) VANREB		S	I	11343	41150	50015																0	$72.00	800	GST		0	1	0	0	0	0	0	72	72	72	72	72	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_24_FRJUNC	24oz S/C/(500) Fresh Junction		S	I	11344	41115	50016																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	76	76	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SC_24_GOOGRA	24oz S/C (500) Goodies & Grain		S	I	11344	41115	50016																0	$47.50	500	GST		0	1	0	0	0	0	0	47.5	76	76	76	76	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_04_FLEURIEU	"4oz S/W (1,000) FLEURIEU MILK"		S	I	11325	41102	50002																0	$35.00	1000	GST		0	1	0	0	0	0	0	35	60	60	60	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_06_EUROPA	"6.5oz S/W (1,800) Europa"		S	I	11339	41105	50006																0	$63.00	1800	GST		0	1	0	0	0	0	0	63	73.5	73.5	73.5	73.5	73.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_06_GELBELLO	"6.5oz S/W (1,800) Gelato Bello"		S	I	11339	41105	50006																0	$63.00	1800	GST		0	1	0	0	0	0	0	63	63	63	63	63	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_08_BRIBAK	"8ozU S/W (1,000) BRIBAK"		S	I	11326	41107	50003																0	$45.00	1000	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_08_CHANUT	"8oz S/W (1,000) Chanut"		S	I	11326	41107	50003																0	$45.00	1000	GST		0	1	0	0	0	0	0	45	45	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_08T_ROADRAISE	"8ozT S/W (1,000) Road Raise"		S	I	11340	41116	50007																0	$45.00	1000	GST		0	1	0	0	0	0	0	45	65	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_12_BRIBAK	"12oz S/W (1,000) BRIBAK"		S	I	11327	41109	50011																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_12_CHOCTREE	"12oz S/W (1,000) ChocolaTree"		S	I	11327	41109	50011																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_12_CRAWFLGL	"12oz S/W (1,000)Crawford Legal"		S	I	11327	41109	50011																0	$65.00	1000	GST		0	1	0	0	0	0	0	65	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_12_LEM_BFORD	"12oz S/ (1,000) Lemoned B/Ford"		S	I	11327	41109	50011																0	$55.00	1000	GST		0	1	0	0	0	0	0	55	55	55	55	55	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_16_BEACHBUM	16oz S/W (800) Beach Bum		S	I	11346	41114	51114																0	$68.00	800	GST		0	1	0	0	0	0	0	68	68	68	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_16_BURBOS	16oz S/W (800) Burger Boss		S	I	11328	41111	50013																0	$68.00	800	GST		0	1	0	0	0	0	0	68	68	68	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_16_CHOCTREE	16oz S/W (800) ChocolaTree		S	I	11346	41114	51114																0	$68.00	800	GST		0	1	0	0	0	0	0	68	68	68	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_16_HISBOY	16oz S/W (800) HIS BOY ELROY		S	I	11346	41114	51114																0	$68.00	800	GST		0	1	0	0	0	0	0	68	68	68	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C204_SAVPAK_SW_16_IICED	16oz S/W (800) IICED		S	I	11328	41111	50013																0	$64.00	800	GST		0	1	0	0	0	0	0	64	68	68	68	68	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C205_OZSTAFF_DW_04_HOTSHOTS	"4oz D/W (1,000) Hot Shots"		S	I	11329	41103	50001																0	$75.00	1000	GST		0	1	0	0	0	0	0	75	75	75	75	75	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C205_OZSTAFF_DW_08_HOTSHOTS	8oz D/W (600) Hot Shots		S	I	11330	41108	50004																0	$51.00	600	GST		0	1	0	0	0	0	0	51	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C205_OZSTAFF_DW_12_HOTSHOTS	12oz D/W (500) Hot Shots		S	I	11331	41110	50012																0	$50.00	500	GST		0	1	0	0	0	0	0	50	57.5	57.5	57.5	57.5	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C205_OZSTAFF_DW_16_HOTSHOTS	16oz D/W (360) Hot Shots		S	I	11332	41112	50014																0	$48.60	360	GST		0	1	0	0	0	0	0	48.6	52.2	52.2	52.2	52.2	52.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C206_BERICA_DW_08_LOVEFOOD	8oz D/W (600) Love Food		S	I	11330	41108	50004																0	$45.00	600	GST		0	1	0	0	0	0	0	45	57	57	57	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C206_BERICA_FC_08_FERN	280ml F/C (605) FERN		S	I	11334	41122	50020																0	$39.33	605	FRE		0	1	0	0	0	0	0	39.33	32.07	56.1	56.1	56.1	56.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
C206_BERICA_FC_16_FERN	440ml F/C (605) FERN		S	I	11335	41123	50021																0	$42.35	605	FRE		0	1	0	0	0	0	0	42.35	35.7	62.7	62.7	62.7	62.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N	
