Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Inclusive	Invoice #	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Non-GST Amount	GST Amount	LCT Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Freight LCT Amount	Sale Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Expiry Date	Authorisation Code	BSB	Account Number	Drawer/Account Name	Cheque Number	Category	Location ID	Card ID	Record ID
Lombard The Paper People		Lombard The Paper People	3399 Pacific Highway	SLACKS CREEK  QLD  4127			00009879	09/08/2016	1040443 Acai	ETA	A	TPCC_SC_22_PBOX	9	22oz S/C Part Box of 378 Cups (42)	$3.15	$3.4656	0%	$28.35	$31.19		6 pallets for exchange	Sale; Lombard The Paper People			09/08/2016		GST	$0.00	$2.84	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$8,722.40	EFT											Location1	C031	39

Seoen Creative		Seoen Creative	1 Cambridge Lane,	Chatswood  NSW  2067	Attn Phillip Ko		00009910	09/08/2016		SCT	A	C054_SEOEN_DW_08_SUSHI	34	8oz D/W (600) Sushi Connection	$54.00	$59.40	0%	$1,836.00	$2,019.60		x3 pallets at 1.4m high	Sale; Seoen Creative			11/08/2016		GST	$0.00	$183.60	$0.00	$278.41	$306.25	GST	$0.00	$27.84	$0.00	I			1	0	0	0	0	$3,209.37												Location1	C054	813
Seoen Creative		Seoen Creative	1 Cambridge Lane,	Chatswood  NSW  2067	Attn Phillip Ko		00009910	09/08/2016		SCT	A	TPCC_DW_08_PBOX	16	8oz DW-Sleeves Of (30) - Part Box of 480 Cups	$2.70	$2.97	0%	$43.20	$47.52		x3 pallets at 1.4m high	Sale; Seoen Creative			11/08/2016		GST	$0.00	$4.32	$0.00	$278.41	$306.25	GST	$0.00	$27.84	$0.00	I			1	0	0	0	0	$3,209.37												Location1	C054	813
Seoen Creative		Seoen Creative	1 Cambridge Lane,	Chatswood  NSW  2067	Attn Phillip Ko		00009910	09/08/2016		SCT	A	JL_HL_8~16_W	19	8~16 oz Hot Sipper Lid (White)	$40.00	$44.00	0%	$760.00	$836.00		x3 pallets at 1.4m high	Sale; Seoen Creative			11/08/2016		GST	$0.00	$76.00	$0.00	$278.41	$306.25	GST	$0.00	$27.84	$0.00	I			1	0	0	0	0	$3,209.37												Location1	C054	813

Total Office National		Total Office National	Rear of 341-345 Sydney Road	Enter Via Hunt Street	(Open from 8:30am - 5:00pm)		00009914	09/08/2016	177435 - Porter D	EXP	A	C460_TONATIONAL_DW_08T_PDAVIS	101	8ozT D/W (500) Porter Davis	$42.50	$46.75	0%	$4,292.50	$4,721.75		3 Pallets at 1.8m + 11 cartons	Sale; Total Office National					GST	$0.00	$429.25	$0.00	$135.00	$148.50	GST	$0.00	$13.50	$0.00	I			2	0	30	0	0	$4,870.25	EFT											Location1	C460	1234

The Parlour Milk Bar & Kitchen		The Parlour Milk Bar & Kitchen	40 Weatherall Road	Cheltenham  Victoria  3192			00009946	09/08/2016	Tamare 27/07	EXP	A	C064_THEPAR_DW_08T_PARLOUR	12	8ozT D/W (500) The Parlour	$55.00	$60.50	20%	$528.00	$580.80		2 pallets (1 at 1.8m + 1 at 1m)	Sale; The Parlour Milk Bar & Kitchen			10/08/2016		GST	$0.00	$52.80	$0.00	$65.00	$71.50	GST	$0.00	$6.50	$0.00	I			1	0	0	0	0	$1,807.96												Location1	C064	219
The Parlour Milk Bar & Kitchen		The Parlour Milk Bar & Kitchen	40 Weatherall Road	Cheltenham  Victoria  3192			00009946	09/08/2016	Tamare 27/07	EXP	A	TPCC_DW_08T_PBOX	13	8ozT D/W Sleeves Of (25) - Part Box of 325 Cups	$2.75	$3.025	20%	$28.60	$31.46		2 pallets (1 at 1.8m + 1 at 1m)	Sale; The Parlour Milk Bar & Kitchen			10/08/2016		GST	$0.00	$2.86	$0.00	$65.00	$71.50	GST	$0.00	$6.50	$0.00	I			1	0	0	0	0	$1,807.96												Location1	C064	219
The Parlour Milk Bar & Kitchen		The Parlour Milk Bar & Kitchen	40 Weatherall Road	Cheltenham  Victoria  3192			00009946	09/08/2016	Tamare 27/07	EXP	A	JL_HL_T8_B	7	8ozT Hot Sipper Lid (Black)	$45.00	$49.50	20%	$252.00	$277.20		2 pallets (1 at 1.8m + 1 at 1m)	Sale; The Parlour Milk Bar & Kitchen			10/08/2016		GST	$0.00	$25.20	$0.00	$65.00	$71.50	GST	$0.00	$6.50	$0.00	I			1	0	0	0	0	$1,807.96												Location1	C064	219
The Parlour Milk Bar & Kitchen		The Parlour Milk Bar & Kitchen	40 Weatherall Road	Cheltenham  Victoria  3192			00009946	09/08/2016	Tamare 27/07	EXP	A	C064_THEPAR_DW_12_PARLOUR	11	12oz D/W (500) The Parlour	$57.50	$63.25	20%	$506.00	$556.60		2 pallets (1 at 1.8m + 1 at 1m)	Sale; The Parlour Milk Bar & Kitchen			10/08/2016		GST	$0.00	$50.60	$0.00	$65.00	$71.50	GST	$0.00	$6.50	$0.00	I			1	0	0	0	0	$1,807.96												Location1	C064	219
The Parlour Milk Bar & Kitchen		The Parlour Milk Bar & Kitchen	40 Weatherall Road	Cheltenham  Victoria  3192			00009946	09/08/2016	Tamare 27/07	EXP	A	JL_HL_8~16_B	6	8~16 oz Hot Sipper Lid (Black)	$55.00	$60.50	20%	$264.00	$290.40		2 pallets (1 at 1.8m + 1 at 1m)	Sale; The Parlour Milk Bar & Kitchen			10/08/2016		GST	$0.00	$26.40	$0.00	$65.00	$71.50	GST	$0.00	$6.50	$0.00	I			1	0	0	0	0	$1,807.96												Location1	C064	219

Ruji Cafe		Ruji Cafe	9 Napier Street	North Sydney  NSW  2060			00009995	09/08/2016	Ruji 27/07	Hi Trans	A	C295_RUJI_SW_12_RUJI	15	12oz S/W (1000) Ruji	$85.00	$93.50	0%	$1,275.00	$1,402.50		1 PALLET W/ HAND UNLOAD	Sale; Ruji Cafe			09/08/2016		GST	$0.00	$127.50	$0.00	$195.00	$214.50	GST	$0.00	$19.50	$0.00	I			1	0	0	0	0	$2,359.50	EFT											Location1	C295	628
Ruji Cafe		Ruji Cafe	9 Napier Street	North Sydney  NSW  2060			00009995	09/08/2016	Ruji 27/07	Hi Trans	A	JL_HL_8~16_W	15	8~16 oz Hot Sipper Lid (White)	$45.00	$49.50	0%	$675.00	$742.50		1 PALLET W/ HAND UNLOAD	Sale; Ruji Cafe			09/08/2016		GST	$0.00	$67.50	$0.00	$195.00	$214.50	GST	$0.00	$19.50	$0.00	I			1	0	0	0	0	$2,359.50	EFT											Location1	C295	628

SSS Australia		SSS Australia	340 Queensport Road North	Murarrie  QLD  4172			00010102	09/08/2016	PU0089405	SCT Logistics	A	TPCC_SM_02_G01	80	2oz S/W (2,000) GRADUATED	$66.00	$72.60	0%	$5,280.00	$5,808.00		x2 half pallets	Sale; SSS Australia			10/08/2016		GST	$0.00	$528.00	$0.00	$232.57	$255.83	GST	$0.00	$23.26	$0.00	I			2	0	30	0	0	$6,063.83	EFT											Location1	*None	57

HPS Solutions		HPS Solutions	55 The Gateway	Broadmeadows  VIC  3047			00010103	09/08/2016	16oz ADAMO 20/07	TPCC	A	C021_HPSOL_DW_16_ADAMO_BLK	42	16oz D/W (360) AdamoBlackGloss	$41.40	$45.54	0%	$1,738.80	$1,912.68		2 pallets for exchange (inc. Lids from #10104)	Sale; HPS Solutions			09/08/2016		GST	$0.00	$173.88	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$1,912.68	MasterCard											Location1	CO21	40

HPS Solutions		HPS Solutions	55 The Gateway	Broadmeadows  VIC  3047			00010104	09/08/2016	8-16 Lids 9/08	TPCC	A	JL_HL_8~16_W	15	8~16 oz Hot Sipper Lid (White)	$33.00	$36.30	0%	$495.00	$544.50		(Packed with Invoice # 10103)	Sale; HPS Solutions			09/08/2016		GST	$0.00	$49.50	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$544.50	MasterCard											Location1	CO21	40

HPS Solutions		HPS Solutions	55 The Gateway	Broadmeadows  VIC  3047			00010105	09/08/2016	Freight 9/08	TPCC	A	Freight	1	Freight At Cost for 2 pallets ($15+GST per pallet)	$30.00	$33.00	0%	$30.00	$33.00			Sale; HPS Solutions					GST	$0.00	$3.00	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$33.00	MasterCard												CO21	40

Lombard The Paper People		Lombard The Paper People	3399 Pacific Highway	SLACKS CREEK  QLD  4127			00010107	09/08/2016	1040358 Pt 1	ETA	A	C031_LOMB_DW_16_SHINGINN	32	16oz D/W (360) Shingle Inn	$37.80	$41.58	0%	$1,209.60	$1,330.56		1 pallet for exchange	Sale; Lombard The Paper People			09/08/2016		GST	$0.00	$120.96	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$1,330.56	EFT											Location1	C031	39

Exquisine		Exquisine	69 Newman Street	(NOTE receival hours are strictly 8:00 - 15:00 Monday to Friday)	Thornbury  3071		00010109	09/08/2016	P1100 Pt 1	EXP	A	C237_EXQSINE_IC_03_PROMOCHOC	30	3oz I/C (1500) Taste Of Colour	$52.50	$57.75	0%	$1,575.00	$1,732.50		1 pallet at 1.8m high	Sale; Exquisine			09/08/2016		GST	$0.00	$157.50	$0.00	$39.00	$42.90	GST	$0.00	$3.90	$0.00	I			4	0	30	0	0	$1,775.40	EFT											Location1	C237	459

Mini Melts Adelaide		Mini Melts Adelaide	c/- Active Ops	231 Kensington Road	Kensington  SA  5068		00010111	09/08/2016	Greg 8/08	TNT	A	TPCC_IC_05_WH	1	5oz I/C (1,000) White	$85.00	$93.50	0%	$85.00	$93.50		x3 cartons	Sale; Mini Melts Adelaide			09/08/2016		GST	$0.00	$8.50	$0.00	$63.00	$69.30	GST	$0.00	$6.30	$0.00	I			1	0	0	0	0	$371.80	Visa											Location1	C093	1249
Mini Melts Adelaide		Mini Melts Adelaide	c/- Active Ops	231 Kensington Road	Kensington  SA  5068		00010111	09/08/2016	Greg 8/08	TNT	A	TPCC_IC_08_WH	2	8oz Ice-Cream (1,000) White	$95.00	$104.50	0%	$190.00	$209.00		x3 cartons	Sale; Mini Melts Adelaide			09/08/2016		GST	$0.00	$19.00	$0.00	$63.00	$69.30	GST	$0.00	$6.30	$0.00	I			1	0	0	0	0	$371.80	Visa											Location1	C093	1249

PRAUS IN GORDON		PRAUS IN GORDON	24/ 10-12 Ray St	Turramurra  NSW  2074			00009831	10/08/2016		Hi Trans	A	C462_PRAUS_FC_16_PRAUS	25	440ml F/C (605) Praus	$63.53	$69.8832	0%	$1,588.25	$1,747.08		1 pallet at 1.8m high	Sale; PRAUS IN GORDON			17/08/2016		GST	$0.00	$158.83	$0.00	$155.00	$170.50	GST	$0.00	$15.50	$0.00	I			1	0	0	0	0	$2,260.70												Location1	C462	1236
PRAUS IN GORDON		PRAUS IN GORDON	24/ 10-12 Ray St	Turramurra  NSW  2074			00009831	10/08/2016		Hi Trans	A	TPCC_FC_16_PBOX	9	440ML Cont Sleeves Of(55) - Part Box of 95 Cups	$5.77	$6.3467	0%	$51.93	$57.12		1 pallet at 1.8m high	Sale; PRAUS IN GORDON			17/08/2016		GST	$0.00	$5.19	$0.00	$155.00	$170.50	GST	$0.00	$15.50	$0.00	I			1	0	0	0	0	$2,260.70												Location1	C462	1236
PRAUS IN GORDON		PRAUS IN GORDON	24/ 10-12 Ray St	Turramurra  NSW  2074			00009831	10/08/2016		Hi Trans	A	PPL_FC_16	1	440ml Printing Plate	$260.00	$286.00	0%	$260.00	$286.00		1 pallet at 1.8m high	Sale; PRAUS IN GORDON			17/08/2016		GST	$0.00	$26.00	$0.00	$155.00	$170.50	GST	$0.00	$15.50	$0.00	I			1	0	0	0	0	$2,260.70													C462	1236

Shaun Morris Consulting Pty Ltd		Shaun Morris Consulting Pty Ltd	22 Barrington Chase	Sandhurst VIC 3977			00010036	10/08/2016	SMC 011816-6 amend	EXP	A	TPCC_SW_08T_WH	20	8oz Trad S/W (1,000) WHITE	$60.00	$66.00	0%	$1,200.00	$1,320.00		x20 cartons	Sale; Shaun Morris Consulting Pty Ltd			12/08/2016		GST	$0.00	$120.00	$0.00	$62.00	$68.20	GST	$0.00	$6.20	$0.00	I			1	0	0	0	0	$1,388.20	EFT											Location1	*None	1247

Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00010064	10/08/2016	1041024		A	JL_FLT_8~30_C	4	8~3Ooz Food TAB Clear (600)	$36.00	$39.60	0%	$144.00	$158.40		1 pallet for exchange + 4 cartons	Sale; Lombard The Paper People			10/08/2016		GST	$0.00	$14.40	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$2,129.60	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	11 Harrick Road,	Keilor Park  VIC  3042			00010064	10/08/2016	1041024		A	JL_HL_8~16_B	56	8~16 oz Hot Sipper Lid (Black)	$32.00	$35.20	0%	$1,792.00	$1,971.20		1 pallet for exchange + 4 cartons	Sale; Lombard The Paper People			10/08/2016		GST	$0.00	$179.20	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$2,129.60	EFT											Location1	C031	39

Pho Nom Collins		Pho Nom Collins	Tenancy 4	567 Collins Street	(Deliver between: 9am-11:30pm + 2pm-4pm)		00010110	10/08/2016	700ml	EXP	A	MISC	26	700ml F/C (550) PHO NOM	$0.00	$0.00	0%	$0.00	$0.00		1 pallet at 1.8m high + 3 cartons	Sale; Pho Nom Collins			10/08/2016		GST	$0.00	$0.00	$0.00	$45.00	$49.50	GST	$0.00	$4.50	$0.00	I			1	0	0	0	0	$49.50	EFT												C292	673
Pho Nom Collins		Pho Nom Collins	Tenancy 4	567 Collins Street	(Deliver between: 9am-11:30pm + 2pm-4pm)		00010110	10/08/2016	700ml	EXP	A	TPCC_FC_30_PBOX	6	Food Cont-700ML Sleeves Of(50) = Part Box of 300 Cups	$0.00	$0.00	0%	$0.00	$0.00		1 pallet at 1.8m high + 3 cartons	Sale; Pho Nom Collins			10/08/2016		GST	$0.00	$0.00	$0.00	$45.00	$49.50	GST	$0.00	$4.50	$0.00	I			1	0	0	0	0	$49.50	EFT											Location1	C292	673

Lombard The Paper People		Lombard The Paper People	3399 Pacific Highway	SLACKS CREEK  QLD  4127			00010112	10/08/2016	1040358 Final	TPCC	A	C031_LOMB_DW_16_SHINGINN	32	16oz D/W (360) Shingle Inn	$37.80	$41.58	0%	$1,209.60	$1,330.56		1 pallet for exchange	Sale; Lombard The Paper People			10/08/2016		GST	$0.00	$120.96	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$1,330.56	EFT											Location1	C031	39

AUSPAK		AUSPAK	6 Adina Court,	Tullamarine  VIC  3043			00010114	10/08/2016	16oz White + Lids	TPCC Deliver	A	TPCC_SW_16_WH	28	16oz S/W (800) White	$44.00	$48.40	0%	$1,232.00	$1,355.20		Pack on CHEP PALLETS	Sale; AUSPAK			10/08/2016		GST	$0.00	$123.20	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$3,511.20	EFT											Location1	C006	36
AUSPAK		AUSPAK	6 Adina Court,	Tullamarine  VIC  3043			00010114	10/08/2016	16oz White + Lids	TPCC Deliver	A	JL_HL_8~16_W	56	8~16 oz Hot Sipper Lid (White)	$30.00	$33.00	0%	$1,680.00	$1,848.00		Pack on CHEP PALLETS	Sale; AUSPAK			10/08/2016		GST	$0.00	$168.00	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$3,511.20	EFT											Location1	C006	36
AUSPAK		AUSPAK	6 Adina Court,	Tullamarine  VIC  3043			00010114	10/08/2016	16oz White + Lids	TPCC Deliver	A	JL_HL_T8_B	10	8ozT Hot Sipper Lid (Black)	$28.00	$30.80	0%	$280.00	$308.00		Pack on CHEP PALLETS	Sale; AUSPAK			10/08/2016		GST	$0.00	$28.00	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$3,511.20	EFT											Location1	C006	36

AUSPAK		AUSPAK	6 Adina Court,	Tullamarine  VIC  3043			00010116	10/08/2016	8-16oz CFL	TPCC Deliver	A	JL_CL_8~16	10	8~16 oz Cold Flat Lid (1,000)	$27.00	$29.70	0%	$270.00	$297.00		Pack on CHEP PALLETS	Sale; AUSPAK			10/08/2016		GST	$0.00	$27.00	$0.00			GST	$0.00	$0.00	$0.00	I			2	0	30	0	0	$297.00	EFT											Location1	C006	36

GOJÉ Frozen Yogurt		GOJÉ Frozen Yogurt	5 Caledonian Way	Point Cook  VIC  3030			00010118	10/08/2016	Goran 10/08	Pick Up	A	TPCC_FC_08_WH	4	280ML F/C (605) White	$57.47	$63.2175	0%	$229.88	$252.87			Sale; GOJÉ Frozen Yogurt			10/08/2016		GST	$0.00	$22.99	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$322.74	MasterCard											Location1	C013	764
GOJÉ Frozen Yogurt		GOJÉ Frozen Yogurt	5 Caledonian Way	Point Cook  VIC  3030			00010118	10/08/2016	Goran 10/08	Pick Up	A	TPCC_FC_16_WH	1	440ML F/C (605)White	$63.52	$69.87	0%	$63.52	$69.87			Sale; GOJÉ Frozen Yogurt			10/08/2016		GST	$0.00	$6.35	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$322.74	MasterCard											Location1	C013	764

The Salvation Army Ingle Farm		The Salvation Army Ingle Farm	Cnr Bridge & Maxwell Roads	Ingle Farm  SA  5098			00010122	10/08/2016	Skye 10/08	Hi Trans	A	TPCC_SW_12_WH	5	12oz S/W (1,000) White	$85.00	$93.50	0%	$425.00	$467.50		1 pallet at 1.4m high	Sale; The Salvation Army Ingle Farm			18/08/2016		GST	$0.00	$42.50	$0.00	$100.00	$110.00	GST	$0.00	$10.00	$0.00	I			1	0	0	0	0	$1,369.50	EFT											Location1	*None	910
The Salvation Army Ingle Farm		The Salvation Army Ingle Farm	Cnr Bridge & Maxwell Roads	Ingle Farm  SA  5098			00010122	10/08/2016	Skye 10/08	Hi Trans	A	TPCC_SW_08_WH	5	8oz S/W (1,000) White	$60.00	$66.00	0%	$300.00	$330.00		1 pallet at 1.4m high	Sale; The Salvation Army Ingle Farm			18/08/2016		GST	$0.00	$30.00	$0.00	$100.00	$110.00	GST	$0.00	$10.00	$0.00	I			1	0	0	0	0	$1,369.50	EFT											Location1	*None	910
The Salvation Army Ingle Farm		The Salvation Army Ingle Farm	Cnr Bridge & Maxwell Roads	Ingle Farm  SA  5098			00010122	10/08/2016	Skye 10/08	Hi Trans	A	JL_HL_8~16_W	10	8~16 oz Hot Sipper Lid (White)	$35.00	$38.50	0%	$350.00	$385.00		1 pallet at 1.4m high	Sale; The Salvation Army Ingle Farm			18/08/2016		GST	$0.00	$35.00	$0.00	$100.00	$110.00	GST	$0.00	$10.00	$0.00	I			1	0	0	0	0	$1,369.50	EFT											Location1	*None	910
The Salvation Army Ingle Farm		The Salvation Army Ingle Farm	Cnr Bridge & Maxwell Roads	Ingle Farm  SA  5098			00010122	10/08/2016	Skye 10/08	Hi Trans	A	4CUP-TRAY	2	4 Cup Tray (300)	$35.00	$38.50	0%	$70.00	$77.00		1 pallet at 1.4m high	Sale; The Salvation Army Ingle Farm			18/08/2016		GST	$0.00	$7.00	$0.00	$100.00	$110.00	GST	$0.00	$10.00	$0.00	I			1	0	0	0	0	$1,369.50	EFT											Location1	*None	910

The Johnson Hotel		The Johnson Hotel	477 Boundary St	Att: Ben Kershaw Mob: 0422 733 535 (Hand Unload Required no forklift access)	Spring Hill  QLD  4000		00009992	11/08/2016		SCT	A	DIGITAL PRINT	1	8ozU D/W (5 x 600=3,000) STONE	$1,187.03	$1,305.74	0%	$1,187.03	$1,305.74		HAND UNLOAD - 1 pallet	Sale; The Johnson Hotel			11/08/2016		GST	$0.00	$118.71	$0.00	$261.02	$287.12	GST	$0.00	$26.10	$0.00	I			1	0	0	0	0	$4,806.85													*None	1252
The Johnson Hotel		The Johnson Hotel	477 Boundary St	Att: Ben Kershaw Mob: 0422 733 535 (Hand Unload Required no forklift access)	Spring Hill  QLD  4000		00009992	11/08/2016		SCT	A	DIGITAL PRINT	1	12oz D/W (8 x 500=4,000) STONE	$1,227.03	$1,349.73	0%	$1,227.03	$1,349.73		HAND UNLOAD - 1 pallet	Sale; The Johnson Hotel			11/08/2016		GST	$0.00	$122.70	$0.00	$261.02	$287.12	GST	$0.00	$26.10	$0.00	I			1	0	0	0	0	$4,806.85													*None	1252
The Johnson Hotel		The Johnson Hotel	477 Boundary St	Att: Ben Kershaw Mob: 0422 733 535 (Hand Unload Required no forklift access)	Spring Hill  QLD  4000		00009992	11/08/2016		SCT	A	DIGITAL PRINT	1	16oz D/W (7 x 360 + 1 x 306 =2,826) STONE	$1,244.78	$1,369.26	0%	$1,244.78	$1,369.26		HAND UNLOAD - 1 pallet	Sale; The Johnson Hotel			11/08/2016		GST	$0.00	$124.48	$0.00	$261.02	$287.12	GST	$0.00	$26.10	$0.00	I			1	0	0	0	0	$4,806.85													*None	1252
The Johnson Hotel		The Johnson Hotel	477 Boundary St	Att: Ben Kershaw Mob: 0422 733 535 (Hand Unload Required no forklift access)	Spring Hill  QLD  4000		00009992	11/08/2016		SCT	A	JL_HL_8~16_W	10	8~16 oz Hot Sipper Lid (White)	$45.00	$49.50	0%	$450.00	$495.00		HAND UNLOAD - 1 pallet	Sale; The Johnson Hotel			11/08/2016		GST	$0.00	$45.00	$0.00	$261.02	$287.12	GST	$0.00	$26.10	$0.00	I			1	0	0	0	0	$4,806.85												Location1	*None	1252

N2 Extreme Gelato		N2 Extreme Gelato	329 Brunswick Street	(Deliver after 12pm to rear of entry)	Fitzroy  VIC  3065		00010127	11/08/2016	Fitzroy 11/08	EXP	A	C149_N2_IC_05_1000_NN2	4	5oz I/C  (1,000) N2  AU-FR	$65.00	$71.50	0%	$260.00	$286.00		x4 cartons	Sale; N2 Extreme Gelato			11/08/2016		GST	$0.00	$26.00	$0.00	$35.00	$38.50	GST	$0.00	$3.50	$0.00	I			1	0	0	0	0	$324.50	MasterCard											Location1	C149	387

Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00009868	12/08/2016	1040402 Amazon	CLIENT'S OWN COURIER	A	C031_LOMB_FC_20_AMZPWR	85	500ml F/C (550) AMZPWR	$46.75	$51.4251	0%	$3,973.75	$4,371.13		3 pallets for exchange	Sale; Lombard The Paper People			12/08/2016		GST	$0.00	$397.38	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$4,371.13	EFT											Location1	C031	39

Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00009950	12/08/2016	1040623 DJone's	CLIENT'S OWN COURIER	A	C031_LOMB_DW_12_DJONES	32	12oz D/W(500) David Jones	$40.00	$44.00	0%	$1,280.00	$1,408.00		1 pallet for exchange	Sale; Lombard The Paper People			12/08/2016		GST	$0.00	$128.00	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$1,408.00	EFT											Location1	C031	39

Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00009951	12/08/2016	1040624 DJone's	CLIENT'S OWN COURIER	A	C031_LOMB_FC_20_DJONES	31	500ML F/C (550) David Jones	$46.75	$51.4252	0%	$1,449.25	$1,594.18		1 pallet for exchange	Sale; Lombard The Paper People			12/08/2016		GST	$0.00	$144.93	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	30	0	0	$1,594.18	EFT											Location1	C031	39

AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00010057	12/08/2016	PO-0507 Captain	CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	8ozU DW (5 x 600 = 3,000) CAPTAIN & CO 	$450.00	$495.00	0%	$450.00	$495.00		Courier to collect: 1 pallet (29 Boxes)	Sale; AA PRINTING					GST	$0.00	$45.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$1,842.50	EFT												C418	702
AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00010057	12/08/2016	PO-0507 Captain	CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	12oz DW (14 x 500 = 7,000) CAPTAIN & CO 	$875.00	$962.50	0%	$875.00	$962.50		Courier to collect: 1 pallet (29 Boxes)	Sale; AA PRINTING					GST	$0.00	$87.50	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$1,842.50	EFT												C418	702
AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00010057	12/08/2016	PO-0507 Captain	CLIENT'S OWN COURIER	A	JL_HL_8~16_W	10	8~16 oz Hot Sipper Lid (White)	$35.00	$38.50	0%	$350.00	$385.00		Courier to collect: 1 pallet (29 Boxes)	Sale; AA PRINTING					GST	$0.00	$35.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$1,842.50	EFT											Location1	C418	702

Bianco Latte		Bianco Latte	3/4 Weddel Court	Laverton North  VIC  3026			00010087	12/08/2016		CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	3oz I/C (2 x 1,500 = 3,000) AMEX	$920.25	$1,012.28	0%	$920.25	$1,012.28		x2 cartons 57x23x55cm 7.73kgs ea	Sale; Bianco Latte					GST	$0.00	$92.03	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$1,012.28	Visa												C498	1056

AA PRINTING		AA PRINTING	24 BUNNETT ST	SUNSHINE NORTH  VIC  3020			00010095	12/08/2016	PO-0514 Blend Well	CLIENT'S OWN COURIER	A	DIGITAL PRINT	1	22oz S/W (4 x 500 = 2,000) Blend Well 	$300.00	$330.00	0%	$300.00	$330.00		Courier to collect: 4 Single Cartons	Sale; AA PRINTING					GST	$0.00	$30.00	$0.00			GST	$0.00	$0.00	$0.00	I			1	0	0	0	0	$330.00	EFT												C418	702

Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00010138	12/08/2016	1041284	CLIENT'S OWN COURIER	A	TPCC_FC_08_WH	4	280ML F/C (605) White	$42.35	$46.585	0%	$169.40	$186.34		To be added on Amazon Power Order	Sale; Lombard The Paper People			12/08/2016		GST	$0.00	$16.94	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$323.62	EFT											Location1	C031	39
Lombard The Paper People		Lombard The Paper People	Chullora Distribution Centre	Warehouse A	2 Mayvic Street,		00010138	12/08/2016	1041284	CLIENT'S OWN COURIER	A	JL_FLD_8~30_SDOME_NH	4	8~3Ooz Cold Dome (600) No Hole	$31.20	$34.32	0%	$124.80	$137.28		To be added on Amazon Power Order	Sale; Lombard The Paper People			12/08/2016		GST	$0.00	$12.48	$0.00			GST	$0.00	$0.00	$0.00	I			4	0	0	0	0	$323.62	EFT											Location1	C031	39

